wave,flux
5131.01025390625,6.530714591421732e-17
5132.26025390625,6.582916806476871e-17
5133.51025390625,6.529569447959341e-17
5134.76025390625,6.539123867872284e-17
5136.01025390625,6.657428086071479e-17
5137.26025390625,6.563294940111113e-17
5138.51025390625,6.372820197872999e-17
5139.76025390625,6.268527438652225e-17
5141.01025390625,6.352467112099253e-17
5142.26025390625,6.390396703952695e-17
5143.51025390625,6.299954206513195e-17
5144.76025390625,6.504350259920445e-17
5146.01025390625,6.612522844268055e-17
5147.26025390625,6.508328716371117e-17
5148.51025390625,6.44847489445384e-17
5149.76025390625,6.552833228506693e-17
5151.01025390625,6.562598601178425e-17
5152.26025390625,6.492526856957413e-17
5153.51025390625,6.49755878690394e-17
5154.76025390625,6.496520468735113e-17
5156.01025390625,6.546934640651796e-17
5157.26025390625,6.663114014416206e-17
5158.51025390625,6.724329919954625e-17
5159.76025390625,6.705665424998213e-17
5161.01025390625,6.705682556524508e-17
5162.26025390625,6.597338420588795e-17
5163.51025390625,6.538166588387839e-17
5164.76025390625,6.547268205596179e-17
5166.01025390625,6.283670931188071e-17
5167.26025390625,5.759340023505977e-17
5168.51025390625,5.464732149821956e-17
5169.76025390625,5.739777960428378e-17
5171.01025390625,6.05744405085866e-17
5172.26025390625,5.757302685249142e-17
5173.51025390625,5.490408329661299e-17
5174.76025390625,6.011938870313691e-17
5176.01025390625,6.559856455733136e-17
5177.26025390625,6.688115267869903e-17
5178.51025390625,6.696844398312452e-17
5179.76025390625,6.720058099141934e-17
5181.01025390625,6.647452088891006e-17
5182.26025390625,6.386746852967797e-17
5183.51025390625,5.689666625976562e-17
5184.76025390625,5.352191385780893e-17
5186.01025390625,5.928443567415563e-17
5187.26025390625,6.420096951368378e-17
5188.51025390625,6.389834335327148e-17
5189.76025390625,6.321368028222061e-17
5191.01025390625,6.366057291170445e-17
5192.26025390625,6.18039279993569e-17
5193.51025390625,6.128296965808403e-17
5194.76025390625,6.281011620498285e-17
5196.01025390625,6.249256413157393e-17
5197.26025390625,6.236054575478159e-17
5198.51025390625,6.319641996802352e-17
5199.76025390625,6.440501454795278e-17
5201.01025390625,6.555173208469297e-17
5202.26025390625,6.536332007059237e-17
5203.51025390625,6.456416761817e-17
5204.76025390625,6.322098321682069e-17
5206.01025390625,6.173593284420851e-17
5207.26025390625,6.216904704396317e-17
5208.51025390625,6.225921722784275e-17
5209.76025390625,6.246388535662395e-17
5211.01025390625,6.439069769510408e-17
5212.26025390625,6.60170322362388e-17
5213.51025390625,6.669482353024366e-17
5214.76025390625,6.597379349871379e-17
